SR NO.,DATE,LOT NO.,PARTY NAME,BRAND,MODEL,QTY,ISSUE MODEL,REMARK,REPLACEMENT NO.,DOA CREDIT NOTE,DATE2,REMARK2,DOA NO ,DATE3,SEND TO COMPANY,DATE4,JOB SHEET NO.,DATE42,FDESPATCH THROUGH,DISPATCH DOC NO.,DATE5
283,2025-05-31,75,GLOBAL SOLUTIONS ,SYSKA,BOAST AB001 WHITE EARBUDS,1,AB001N,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,,,
284,2025-05-31,75,GLOBAL SOLUTIONS ,SYSKA,BOAST AB003 BLACK EARBUDS,1,AB003,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,,,
285,2025-05-31,75,GLOBAL SOLUTIONS ,SYSKA,BOAST AB003 WHITE EARBUDS,2,AB003,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,,,
286,2025-05-31,75,GLOBAL SOLUTIONS ,SYSKA,BOAST BHF916 PGR,4,BHF916,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,,,
287,2025-05-31,75,GLOBAL SOLUTIONS ,SYSKA,BOAST BM001 BLACK BLUETOOTH HEADSET,23,NB077V,,RPLC/0314/2526,DOAG/0337/2526,2025-06-25,,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,,,
288,2025-05-31,75,GLOBAL SOLUTIONS ,SYSKA,BOAST EB-093 BLACK EARBUDS,2,EB093,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,,,
289,2025-05-31,75,GLOBAL SOLUTIONS ,SYSKA,BOAST- PB-01 BLACK POWER BANK,3,PB-01,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,,,
290,2025-05-31,75,GLOBAL SOLUTIONS ,SYSKA,BOAST PB10 12W 10000MAH BLACK POWER BANK,3,1009,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,,,
291,2025-05-31,75,GLOBAL SOLUTIONS ,SYSKA,BOAST PB10 12W 10000MAH WHITE POWER BANK,4,1009,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,,,
292,2025-05-31,75,GLOBAL SOLUTIONS ,SYSKA,Boast PB-12 22.5W 10000MAH WHITE,3,PB-12,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,,,
293,2025-05-31,75,GLOBAL SOLUTIONS ,SYSKA,BOAST PB2001 BLACK POWER BANK,3,CN,,CN,DOAG/0351/2526,2025-06-28,,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,,,
294,2025-05-31,75,GLOBAL SOLUTIONS ,SYSKA,BOAST PB2001 WHITE POWER BANK,2,CN,,CN,DOAG/0351/2526,2025-06-28,,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,,,
295,2025-05-31,75,GLOBAL SOLUTIONS ,SYSKA,BOAST QUBE BLACK WATCH,3,QUBE,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,,,
296,2025-05-31,75,GLOBAL SOLUTIONS ,SYSKA,BOAST-PB-12 22.5W 10000MAH BLACK,10,PB-12,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,82/25-26/24,2025-05-31,,,
297,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,HE5400PRO CLASSIC BLACK BLUETOOTH,1,HE100H,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
298,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,HS500 WIRED HEADSET,2,CN,,CN,DOAG/0352/2526,2025-06-28,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
299,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,P1045 White Power Bank,1,P1009,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
300,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA BS-0856 BLUETOOTH HEADSET BLACK,1,CN,,CN,DOAG/0352/2526,2025-06-28,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
301,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,Syska BT Soundbar SB999 10W Silver Grey,3,SB999,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
302,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA BT4082X BLACK BLUETOOTH SPEAKER,1,BT4082X,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
303,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA CC150 1.5 MTR MICRO USB FAST CHARGING CABLE,2,CC33,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
304,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA CR505S BLACK CAR CHARGER,1,QC3TC01,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
305,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA ER203 BLACK WIRED EARPHONE,2,ER217,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
306,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA ER214 BEAT MASTER WIRED EARPHONE BLACK,4,ER214,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
307,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA ER217 WIRED EARPHONE BLACK GOLD,2,ER217,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
308,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA FCC25 1.2 M/5 AMP C TO C TYPE C CABLE GREY,1,FCC25,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
309,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA HE3500 DEEP BASS NECKBAND BLACK,4,HE100H,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
310,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA MICRO CABLE SCC21 3AMP BLACK,1,SCC21,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
311,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-072C SYSKA NECKBAND BLACK GREY,28,NB077V,,RPLC/0316/2526,DOAG/0339/2425,2025-06-25,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
312,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB6100 BLACK,2,NB077V,,RPLC/0316/2526,DOAG/0339/2425,2025-06-25,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
313,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB6300 METALLIC BLACK,2,NB077V,,RPLC/0316/2526,DOAG/0339/2425,2025-06-25,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
314,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1006 BLACK POWERBANK,1,P1009,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
315,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1009 BLACK POWERBANK,1,P1009,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
316,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1049 12W 10000 MAH WHITE POWER BANK,1,P1009,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
317,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1051 POWER BANK 10000 MAH BLACK,3,P1009,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
318,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1090 10000MAH POWERBANK GREY,1,P1098,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
319,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1098 BLACK 22.5W10000 MAH POWERBANK,1,P1098,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
320,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,Syska P2023 Black 20000 MAH Powerbank,2,2023,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
321,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA P2066 22.5 20000MAH POWERBANK GREY,3,2023,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
322,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA PB P1047 -10000MAH WHITE,2,P1009,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
323,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA PB2080 22.5W WHITE 20000MAH POWER BANK,1,CN,,CN,DOAG/0352/2526,2025-06-28,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
324,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA PD032-30W TYPE C TO C CHARGER BLACK,2,PD032,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
325,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA SCC09 TYPE C WHITE VOOC CABLE,2,SCC09,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
326,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA SCC18 1.2 M MICRO USB PVC CABLE BLACK,7,CC33,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
327,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA SHF918 RD,2,SHF918,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
328,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA SSW106 CG SMARTWATCH BLUWTOOTH CALLING SILVER,2,CN,,CN,DOAG/0352/2526,2025-06-28,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
329,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA SSW109 BLACK SMART WATCH,10,CN,,CN,DOAG/0352/2526,2025-06-28,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
330,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA SSW115 SMARTWATCH BLUWTOOTH CALLING BLACK,2,SSW115,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
331,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA WA-2.4A 2 USB PORT OUTPOT WALL CHARGER,2,WA2.4A,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
332,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA WPB1004 22.W BLACK PB10000 MAH,2,WPB1004,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
333,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,SYSKA.HE100H BT WITH A2DP TEAL GREEN,1,HE100H,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
334,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,TC. 2.4AD AMP TRAVEL CHARGER BLACK,2,WA2.4A,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
335,2025-05-31,110,GLOBAL SOLUTIONS ,SYSKA,TC2.1AD AMP TRAVEL CHARGER,2,WA2.4A,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,82/25-26/25,2025-05-31,,,
336,2025-05-31,23A,GLOBAL SOLUTIONS ,SYSKA,BOAST AB001 N BLUE EARBUDS,5,AB001N,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/26,2025-05-31,82/25-26/26,2025-05-31,82/25-26/26,2025-05-31,,,
337,2025-05-31,23A,GLOBAL SOLUTIONS ,SYSKA,BOAST AB001 WHITE EARBUDS,2,AB001N,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/26,2025-05-31,82/25-26/26,2025-05-31,82/25-26/26,2025-05-31,,,
338,2025-05-31,23A,GLOBAL SOLUTIONS ,SYSKA,BOAST AB003 WHITE EARBUDS,3,AB003,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/26,2025-05-31,82/25-26/26,2025-05-31,82/25-26/26,2025-05-31,,,
339,2025-05-31,23A,GLOBAL SOLUTIONS ,SYSKA,BOAST BHF916 PGR,1,BHF916,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/26,2025-05-31,82/25-26/26,2025-05-31,82/25-26/26,2025-05-31,,,
340,2025-05-31,23A,GLOBAL SOLUTIONS ,SYSKA,BOAST BM001 BLACK BLUETOOTH HEADSET,3,NB077V,,RPLC/0318/2526,DOAG/0341/2526,2025-06-25,,82/25-26/26,2025-05-31,82/25-26/26,2025-05-31,82/25-26/26,2025-05-31,,,
341,2025-05-31,23A,GLOBAL SOLUTIONS ,BOAST,BOAST NB1008 SILVER,1,NB077V,,RPLC/0318/2526,DOAG/0341/2526,2025-06-25,,82/25-26/26,2025-05-31,82/25-26/26,2025-05-31,82/25-26/26,2025-05-31,,,
342,2025-05-31,23A,GLOBAL SOLUTIONS ,SYSKA,BOAST- PB-01 BLUE POWER BANK,1,PB-01,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/26,2025-05-31,82/25-26/26,2025-05-31,82/25-26/26,2025-05-31,,,
343,2025-05-31,23A,GLOBAL SOLUTIONS ,SYSKA,Boast PB-12 22.5W 10000MAH WHITE,3,PB-12,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/26,2025-05-31,82/25-26/26,2025-05-31,82/25-26/26,2025-05-31,,,
344,2025-05-31,23A,GLOBAL SOLUTIONS ,SYSKA,BOAST PB2001 BLACK POWER BANK,1,CN,,CN,DOAG/0354/2526,2025-06-28,,82/25-26/26,2025-05-31,82/25-26/26,2025-05-31,82/25-26/26,2025-05-31,,,
345,2025-05-31,23A,GLOBAL SOLUTIONS ,SYSKA,BOAST PB2001 WHITE POWER BANK,1,CN,,CN,DOAG/0354/2526,2025-06-28,,82/25-26/26,2025-05-31,82/25-26/26,2025-05-31,82/25-26/26,2025-05-31,,,
346,2025-05-31,23A,GLOBAL SOLUTIONS ,SYSKA,BOAST QUBE BLACK WATCH,1,QUBE,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/26,2025-05-31,82/25-26/26,2025-05-31,82/25-26/26,2025-05-31,,,
347,2025-05-31,23A,GLOBAL SOLUTIONS ,SYSKA,BOAST-PB-12 22.5W 10000MAH BLACK,1,PB-12,,RPLC/0238/2526,DOAG/0258/2526,2025-06-04,,82/25-26/26,2025-05-31,82/25-26/26,2025-05-31,82/25-26/26,2025-05-31,,,
348,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB6100 BLACK,6,NB077V,,RPLC/0315/2526,DOAG/0338/2526,2025-06-25,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
349,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA BT SOUNDBAR SB999 10W SILVER GREY,2,SB999,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
350,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA BT4080X 5 WATT BLUETOOTH SPEAKER BLACK,1,BT4082X,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
351,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA BT4082X BLACK BLUETOOTH SPEAKER,1,BT4082X,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
352,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA BT4082X BLUE BLUETOOTH SPEAKER,1,BT4082X,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
353,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA CC150 1.5 MTR MICRO USB FAST CHARGING CABLE,1,CC150,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
354,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA CC300 1.5 MTR MICRO & TYPE C FAST,1,CC300,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
355,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA CC33 1 METER C TO C TYPE C PVC BLACK CABLE ,2,CC33,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
356,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA CCCP06 1.2M TYPE C FAST CHARGING CABLE PVC BLACK,2,CCCT30,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
357,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA CCCT30  USB/C TURBO 30 WATTS CABLE ,3,CCCT30,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
358,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA ER207 BEAT MASTER WIRED EARPHONE WHITE,1,ER207,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
359,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA ER217 WIRED EARPHONE BLACK SILVER,3,ER217,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
360,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA FCC25 1.2 M/5 AMP C TO C TYPE C CABLE GREY,2,FCC25,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
361,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA HE100H BT WITH A2DP TEAL GREEN,1,HE100H,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
362,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA HE3500 DEEP BASS NECKBAND BLACK,5,HE3500,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
363,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-0658 BLACK BT NECKBAND,1,NB0658,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
364,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-070 SYSKA BT NECKBAND BLACK GREY,2,NB077V,,RPLC/0315/2526,DOAG/0338/2526,2025-06-25,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
365,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-072C SYSKA NECKBAND BLACK GREY,20,NB077V,,RPLC/0315/2526,DOAG/0338/2526,2025-06-25,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
366,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1006 BLACK POWERBANK,1,P1009,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
367,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1009 BLACK POWERBANK,1,P1009,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
368,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1051 POWER BANK 10000 MAH BLACK,1,P1009,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
369,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,Syska P1071 1000 Mah Black Powerbank,1,P1009,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
370,2025-06-13,91,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1098 BLACK 22.5W 10000 MAH POWERBANK,3,P1098,,RPLC/0239/2526,DOAG/0259/2526,2025-06-16,,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,STOK DIRECTLY GIVEN TO SWIFTLINK,2025-06-13,,,
